Employee_ID,Role ,years_exp,Current_CTC,Previous_CTC,Company,company_TYPE,Skills,Location,Education_Tier,Joining_Year,Work_Mode
BLR0040,UI Designer,2,18.9,15.4,Ola,unicorn,"Python, MongoDB, React, TensorFlow, System Design, Sketch",Sarjapur,3,2023,Hybrid (3 days)
BLR0439,UI/UX,1,15.4 LPA,10.8 LPA,Meesho,Unicorn,"Figma, Java, Azure, Deep Learning, PyTorch, Microservices",Koramangala,Tier-2,2023,Onsite
BLR0237,DevOps,3,"2,089,999",,Google India,MNC,"Deep Learning, Tableau, SQL, PostgreSQL",Marathahalli,T2,2022,Onsite
BLR0131,Business Systems Analyst,1,13.3 LPA,11.1,Zomato,Unicorn,,MG Road,Tier 3,2023,WFH
BLR0203,SDE Backend,4,21.3,14.7 LPA,TCS,MNC,"Figma, GCP, Node.js, Tableau, JIRA, Azure, Kafka",Indiranagar,2,2021,Work from Office
BLR0156,PM,0,16.2 LPA,,QuickPay AI,Early-stage,"System Design, Excel, JIRA, Docker, Figma, Microservices, JavaScript",Jayanagar,2,2024,Hybrid
BLR0421,UI/UX,0,"800,000",,Microsoft India,MNC,"Java, Agile, Spring Boot, Sketch, Tableau",Electronic City,1,2024,Hybrid
BLR0706,SDE Frontend,4,"3,060,000",20.6 LPA,TCS,MNC,,Indiranagar,1,2023,Work from Office
BLR0284,Site Reliability Engineer,3,28.4,21.6 LPA,Cred,UNICORN,"Deep Learning, JIRA, Pandas",Bellandur,3,2022,Hybrid (3 days)
BLR0379,Backend Dev,5,33.9 LPA,24.8 LPA,IBM,MNC,"Figma, MongoDB, Kubernetes, Azure",Marathahalli,T1,2024,Remote
BLR0858,Data Science Engineer,7,₹46.0 LPA,32.6 LPA,MoEngage,Mid-size,"Deep Learning, SQL, PowerBI, NumPy, Pandas, AWS",Koramangala,Tier-2,2024,Hybrid (3 days)
BLR0746,SDE Full-Stack,1,"1,070,000",7.0 LPA,SaasGo,Early-stage,"Redis, SQL, Java, Kafka, ML",Marathahalli,2,2024,Hybrid (3 days)
BLR0511,Data Analyst,0,8.0 LPA,,Capgemini,MNC,"Python, Agile, MongoDB, Kafka, Tableau, Excel",Whitefield,Tier-1,2024,Onsite
BLR0740,Product Lead,1,21.8 LPA,16.5,BrowserStack,Mid-size,"PyTorch, GCP, Deep Learning, PostgreSQL, Java, Excel, Kafka",Indiranagar,Tier-2,2023,Hybrid
BLR0888,UI/UX,0,₹6.2 LPA,,FinNova,Early-stage,"Spring Boot, Python, SQL, ML",Whitefield,3,2024,Onsite
BLR0721,Designer,4,18.6 LPA,15.4,QuickPay AI,Early-stage,"JavaScript, Azure, Docker",Whitefield,Tier-1,2020,Hybrid
BLR0122,Business Systems Analyst,4,23.4 LPA,14.3 LPA,TCS,MNC,"AWS, TensorFlow, Kafka, Agile, Pandas, GCP",,T2,2021,Hybrid
BLR0834,DevOps Engineer,4,28.2 LPA,17.3,BYJU'S,Unicorn,"Sketch, PostgreSQL, React",Marathahalli,Tier 2,2020,WFH
BLR0560,Site Reliability Engineer,7,52.0,35.5,Swiggy,Unicorn,"Kubernetes, PostgreSQL, MongoDB",Electronic City,T1,2022,Hybrid (3 days)
BLR0523,Full Stack Engineer,6,44.8,,Meesho,Unicorn,"SQL, PyTorch, System Design",Indiranagar,2,2022,Work from Office
BLR0943,SDE FS,5,39.9 LPA,24.5,Zomato,Unicorn,"System Design, Node.js, Redis",HSR Layout,Tier 2,2023,WFH
BLR0410,Product Manager,7,32.9 LPA,22.6,AgriTech Labs,Early-stage,"JIRA, PyTorch, Sketch",Outer Ring Road,2,2021,WFH
BLR0728,Data Analyst,6,"1,689,999",12.3 LPA,DataMint,Early-stage,"Python, Microservices, Figma, NumPy",Koramangala,Tier-2,2023,Remote
BLR0017,Business Analyst,2,₹16.4 LPA,13.7 LPA,Postman,Mid-size,"Deep Learning, Kubernetes, GCP, Figma",Electronic City,3,2023,Remote
BLR0696,DS,4,19.4 LPA,15.3 LPA,TechCrush Labs,EARLY-STAGE,"Kubernetes, PostgreSQL, Spring Boot",Sarjapur,2,2022,WFH
BLR0286,Business Systems Analyst,4,32.8 LPA,27.7,PhonePe,Unicorn,"Kubernetes, Excel, JIRA, NumPy, SQL, Microservices",Marathahalli,Tier-1,2024,Hybrid (3 days)
BLR0948,Product Lead,3,23.6 LPA,17.1 LPA,QuickPay AI,Early-stage,"PyTorch, Kafka, Java, Microservices, Node.js, PowerBI",Indiranagar,Tier 2,2022,Hybrid
BLR0451,SDE-Frontend,4,19.5 LPA,14.6 LPA,Cognizant,MNC,"Redis, Node.js, JIRA, Docker, Python, Sketch",Outer Ring Road,Tier 2,2020,Hybrid
BLR0546,Frontend Dev,6,21.9,17.1 LPA,DataMint,Early-stage,"Python, MongoDB, SQL",Jayanagar,Tier-2,2020,Hybrid (3 days)
BLR0082,SDE FS,7,"4,720,000",36.3,Unacademy,Unicorn,"Excel, MongoDB, Kafka, Docker, PowerBI, Kubernetes",Sarjapur,Tier-2,2020,Remote
BLR0514,Sr PM,5,31.1 LPA,22.7,TechCrush Labs,Early-stage,"Excel, TensorFlow, Figma, Python, GCP, Spring Boot, AWS",HSR Layout,Tier-3,2024,Hybrid (3 days)
BLR0262,BI Analyst,3,19.7 LPA,14.0 LPA,Postman,Mid-size,"PostgreSQL, AWS, NumPy, Kubernetes, Microservices, Spring Boot, Node.js",Whitefield,Tier 1,2022,Remote
BLR0436,SDE FS,3,18.3,15.5,BrowserStack,Mid-size,"PyTorch, Redis, React, Kubernetes, Docker",Marathahalli,Tier-3,2023,Remote
BLR0716,Data Scientist,12,73.5,59.2,Zomato,Unicorn,"JavaScript, Tableau, React, Kafka, Excel, NumPy",Bellandur,Tier-2,2021,Hybrid (3 days)
BLR0980,Frontend Developer,6,"2,680,000",,Infosys,MNC,"Microservices, MongoDB, Sketch, Tableau",Koramangala,T2,2023,Remote
BLR0364,Sr PM,6,61.4 LPA,,HCL,mnc,"Azure, GCP, System Design, Java, ML, Figma",Koramangala,Tier 2,2024,Hybrid
BLR0361,PM,1,25.0,16.8 LPA,DataMint,Early-stage,"Tableau, Deep Learning, Spring Boot, ML",Electronic City,T2,2024,Hybrid
BLR0867,SDE-Frontend,5,₹27.3 LPA,20.0,Infosys,MNC,"Sketch, MongoDB, Figma, ML",Koramangala,T3,2023,Hybrid (3 days)
BLR0998,FullStack,2,12.8 LPA,10.3 LPA,EdMint,Early-stage,"Excel, Python, PostgreSQL",MG Road,Tier-2,2024,Onsite
BLR0707,UX Designer,2,15.7 LPA,12.9 LPA,TCS,MNC,"NumPy, Excel, Redis, SQL, Kubernetes",Koramangala,Tier-1,2022,Hybrid (3 days)
BLR0799,Designer,6,21.7 LPA,15.7,AgriTech Labs,early-stage,,Bellandur,2,2020,Work from Office
BLR0326,Business Analyst,4,16.4,11.6,SaasGo,Early-stage,"Redis, Docker, Java, React, Figma, Python",Electronic City,T3,2020,WFH
BLR0385,FullStack,2,19.0 LPA,14.7 LPA,Google India,MNC,"PowerBI, Docker, MongoDB, TensorFlow, PostgreSQL, Sketch",Whitefield,1,2024,Remote
BLR0249,Data Scientist,10,55.0,36.1,MoEngage,Mid-size,"Kafka, Redis, JIRA",Koramangala,1,2020,WFH
BLR0301,Product Manager,2,₹24.7 LPA,17.0,TCS,MNC,"Microservices, Tableau, Agile, JIRA, PowerBI, Pandas",Bellandur,Tier 3,2023,Remote
BLR0804,Designer,1,11.8 LPA,9.5,Microsoft India,MNC,"SQL, Python, AWS",Outer Ring Road,Tier-3,2023,Onsite
BLR0001,SDE Frontend,5,28.4,19.0,Wipro,MNC,"Java, PowerBI, TensorFlow, SQL, Python, Agile, AWS",Koramangala,T2,2023,Onsite
BLR0878,Analytics Engineer,1,9.2 LPA,6.2 LPA,TCS,MNC,"Node.js, React, Sketch, Pandas",Sarjapur,T3,2023,Onsite
BLR0665,PM,1,"2,660,000",16.2,Zomato,Unicorn,"ML, PyTorch, JIRA",Koramangala,Tier-2,2023,Hybrid
BLR0910,BI Analyst,4,18.8,15.7,Cognizant,mnc,"PowerBI, Agile, Redis, Python, Spring Boot, SQL, JavaScript",Outer Ring Road,2,2023,Work from Office
BLR0625,Product Manager,4,37.9,25.7,Freshworks,Mid-size,"GCP, AWS, Spring Boot, Excel, PyTorch, Docker",HSR Layout,Tier 1,2020,Hybrid (3 days)
BLR0256,Business Systems Analyst,2,11.0 LPA,8.2,FinNova,Early-stage,"TensorFlow, Excel, Python, PowerBI",Outer Ring Road,3,2024,Hybrid
BLR0061,Frontend Dev,4,38.4 LPA,,Ola,Unicorn,"NumPy, Excel, Node.js, ML, Figma, Docker, Deep Learning",Sarjapur,Tier 2,2021,Work from Office
BLR0722,ML Engineer,4,32.7 LPA,,Zomato,Unicorn,"Spring Boot, Agile, Python, Excel, Kafka, SQL",Bellandur,Tier 3,2021,Hybrid
BLR0994,Frontend Developer,5,25.5,15.9 LPA,Microsoft India,MNC,"PowerBI, PostgreSQL, Azure",Jayanagar,Tier-1,2020,Onsite
BLR0463,UX Designer,3,31.8,22.5,Cred,Unicorn,"System Design, Deep Learning, MongoDB",MG Road,T1,2023,Remote
BLR0584,FullStack,1,16.5,12.1 LPA,FinNova,Early-stage,,Outer Ring Road,1,2024,Hybrid (3 days)
BLR0273,Infra Engineer,6,27.3,19.2,Freshworks,MID-SIZE,"JIRA, Tableau, Node.js",Outer Ring Road,Tier 1,2022,Onsite
BLR0565,SDE FS,2,₹22.3 LPA,14.1,BYJU'S,Unicorn,"AWS, Docker, Node.js, TensorFlow",MG Road,T2,2024,WFH
BLR0188,SDE-Backend,5,34.0 LPA,21.3,IBM,MNC,"Microservices, AWS, NumPy",Electronic City,Tier-2,2022,Work from Office
BLR0010,DS,1,"1,730,000",12.5 LPA,HCL,MNC,"Azure, Figma, Java, PyTorch, Redis, Tableau",Indiranagar,Tier 2,2023,WFH
BLR0255,Sr PM,6,60.8 LPA,49.6,Swiggy,UNICORN,"System Design, Python, React",Bellandur,Tier-2,2020,Hybrid
BLR0373,Fullstack Dev,4,27.6 LPA,17.7,Amazon India,mnc,"Microservices, Azure, Spring Boot, PyTorch, React, Pandas, GCP",Indiranagar,Tier 1,2024,WFH
BLR0470,Business Analyst,0,10.7 LPA,,Infosys,mnc,"ML, Sketch, Docker, Redis",Outer Ring Road,T2,2024,Onsite
BLR0229,DevOps,0,9.7 LPA,,AgriTech Labs,Early-stage,"NumPy, Spring Boot, JavaScript, Kubernetes, Pandas, Excel",HSR Layout,Tier-1,2024,Hybrid (3 days)
BLR0899,Frontend Dev,2,15.5,11.6,DataMint,early-stage,"Redis, ML, Python, SQL, Sketch, AWS",Koramangala,Tier-2,2024,WFH
BLR0503,BA,2,13.8 LPA,11.7,Microsoft India,MNC,"NumPy, React, Kafka, PyTorch, Docker, JavaScript",Outer Ring Road,Tier 3,2024,Hybrid (3 days)
BLR0600,BI Analyst,2,14.0 LPA,8.8 LPA,Microsoft India,MNC,"Deep Learning, Kafka, Sketch",Outer Ring Road,Tier-3,2023,Hybrid
BLR0836,Designer,1,13.9 LPA,,Zoho,Mid-size,"Kafka, GCP, Java, Excel, Deep Learning, Agile, Node.js",Koramangala,T1,2023,WFH
BLR0611,Product Manager,2,25.1 LPA,19.8 LPA,Google India,MNC,"Sketch, JIRA, Python, Pandas, Kubernetes, Node.js, SQL",Whitefield,3,2024,Hybrid
BLR0418,SRE,5,"2,500,000",15.4 LPA,DataMint,Early-stage,"SQL, React, AWS, TensorFlow",Indiranagar,2,2020,Work from Office
BLR0221,SDE FS,12,"7,090,000",47.0,Cognizant,MNC,"Kubernetes, Figma, ML, TensorFlow, PostgreSQL, System Design, JIRA",Whitefield,T2,2021,Hybrid (3 days)
BLR0383,Frontend Developer,7,26.9 LPA,19.0 LPA,TechCrush Labs,Early-stage,"Node.js, AWS, PostgreSQL, TensorFlow, GCP, Sketch, Redis",Koramangala,Tier-2,2021,Hybrid (3 days)
BLR0762,Business Analyst,3,22.2,17.5,Freshworks,MID-SIZE,"JavaScript, Deep Learning, React",MG Road,Tier 1,2023,Remote
BLR0944,SDE Backend,0,"790,000",,Hasura,MID-SIZE,"Python, Java, MongoDB",Outer Ring Road,T3,2024,Hybrid
BLR0868,BA,3,20.9 LPA,14.5,TCS,MNC,"AWS, Java, GCP, Spring Boot, ML, Tableau, Docker",MG Road,Tier-2,2022,WFH
BLR0147,Analytics Engineer,1,13.0 LPA,8.1,Unacademy,Unicorn,"React, SQL, ML, Python, TensorFlow, Java",Marathahalli,Tier-2,2023,WFH
BLR0887,Data Scientist,2,19.7,14.4,Google India,MNC,"PostgreSQL, Figma, Spring Boot, JIRA, JavaScript, Java, Pandas",Outer Ring Road,Tier-2,2022,Hybrid (3 days)
BLR0678,Business Systems Analyst,1,15.7,12.4 LPA,PhonePe,Unicorn,"Sketch, NumPy, PowerBI, Excel, Figma, AWS",,Tier 3,2023,Work from Office
BLR0303,UX Designer,2,"1,580,000",11.9 LPA,Hasura,mid-size,"Deep Learning, PowerBI, Kubernetes, JavaScript, Redis",Sarjapur,T2,2023,Remote
BLR0765,DevOps Engineer,5,27.4 LPA,17.3,Chargebee,mid-size,"Azure, PyTorch, JavaScript",Indiranagar,1,2022,Remote
BLR0754,Business Analyst,2,13.8 LPA,8.5,EdMint,Early-stage,"React, Deep Learning, Agile, Figma, PowerBI, SQL",Outer Ring Road,Tier-2,2022,Hybrid (3 days)
BLR0012,FE,6,27.5 LPA,20.9 LPA,Microsoft India,MNC,"SQL, Excel, Java, TensorFlow, Microservices, PowerBI, Redis",,T3,2024,Work from Office
BLR0183,Analytics Engineer,8,₹37.9 LPA,26.6,PhonePe,UNICORN,"Python, PowerBI, Excel",Indiranagar,Tier 2,2020,Hybrid
BLR0084,Data Science Engineer,3,20.4 LPA,14.0 LPA,MoEngage,Mid-size,"Spring Boot, React, NumPy",MG Road,Tier-2,2022,Hybrid
BLR0581,Backend Dev,1,11.7,8.4,AgriTech Labs,Early-stage,"JavaScript, Agile, PostgreSQL, Azure, ML, PowerBI, Microservices",Sarjapur,Tier-2,2024,Hybrid (3 days)
BLR0497,Frontend Dev,5,₹24.3 LPA,17.3,BrowserStack,Mid-size,"Kubernetes, GCP, AWS, Kafka, PowerBI, Docker",Koramangala,2,2021,Work from Office
BLR0697,DevOps,2,₹16.5 LPA,13.5 LPA,Postman,Mid-size,"ML, Pandas, PostgreSQL, Azure, Tableau",Outer Ring Road,Tier 2,2023,Remote
BLR0535,PM,2,32.9,25.3 LPA,Walmart Labs,MNC,"NumPy, ML, PostgreSQL, Pandas, Spring Boot, Kubernetes",Bellandur,Tier 3,2023,Onsite
BLR0343,UI/UX,1,"1,000,000",7.4 LPA,Hasura,Mid-size,"NumPy, AWS, PostgreSQL, Pandas, Agile, Python, JavaScript",Whitefield,Tier 2,2023,WFH
BLR0260,DevOps,10,52.6 LPA,42.3 LPA,Chargebee,Mid-size,"PostgreSQL, TensorFlow, Agile, Deep Learning, Azure, Microservices",Electronic City,T2,2021,WFH
BLR0658,ML Engineer,7,40.3,28.6 LPA,Amazon India,MNC,"Azure, System Design, Spring Boot, Java, PyTorch, Sketch, Python",Electronic City,Tier-2,2022,WFH
BLR0827,BE,5,26.3 LPA,16.4 LPA,BrowserStack,Mid-size,"Kafka, Microservices, SQL, ML, Azure, Python",Bellandur,Tier-3,2023,Remote
BLR0845,Backend Dev,4,22.0 LPA,17.7,MoEngage,Mid-size,"JIRA, Node.js, React, JavaScript, Java",Jayanagar,Tier 2,2023,WFH
BLR0869,Full Stack Engineer,0,"1,200,000",,IBM,MNC,"GCP, TensorFlow, AWS, System Design",Jayanagar,Tier-2,2024,Remote
BLR0391,UX Designer,1,₹13.0 LPA,8.5 LPA,TCS,MNC,"Azure, Agile, AWS, Node.js, PostgreSQL, Microservices, Spring Boot",Sarjapur,Tier 2,2023,Remote
BLR0610,FullStack,7,₹30.8 LPA,23.4 LPA,AgriTech Labs,Early-stage,"Java, Sketch, ML, Node.js, React",Marathahalli,T2,2024,Remote
BLR0334,Product Lead,7,₹31.3 LPA,19.3,QuickPay AI,Early-stage,,Whitefield,Tier 3,2023,Hybrid (3 days)
BLR0224,SDE-Frontend,5,₹19.6 LPA,15.4,TechCrush Labs,Early-stage,"SQL, Docker, NumPy, Agile, Kubernetes, Tableau",Electronic City,T2,2024,WFH
BLR0276,BE,2,14.8,11.9,DataMint,Early-stage,"Azure, Sketch, PowerBI, React, JIRA, Python, TensorFlow",MG Road,Tier-1,2024,Remote
BLR0288,SDE FS,3,18.6 LPA,14.1,Postman,Mid-size,"Docker, Tableau, Pandas, SQL, Kafka, Agile",Electronic City,Tier-2,2024,WFH
BLR0271,BI Analyst,4,17.8 LPA,14.9,MoEngage,Mid-size,"React, System Design, GCP, NumPy",Whitefield,T2,2022,Work from Office
BLR0689,SDE-Backend,0,9.3,,EdMint,early-stage,"SQL, Pandas, Redis, ML, Deep Learning, Tableau",Whitefield,T1,2024,WFH
BLR0200,BA,2,14.4,8.9,Accenture,MNC,"Redis, Kubernetes, TensorFlow, Agile",MG Road,2,2023,Work from Office
BLR0432,SDE FS,1,12.0 LPA,9.4 LPA,HCL,MNC,"Tableau, Spring Boot, Kafka, GCP, PowerBI, NumPy",Indiranagar,T2,2024,Hybrid (3 days)
BLR0180,Infra Engineer,6,29.9,23.1,Infosys,MNC,"Kubernetes, NumPy, Java, Agile",HSR Layout,Tier 3,2023,Hybrid (3 days)
BLR0776,SDE-Backend,3,20.0 LPA,16.5,Google India,MNC,"Java, TensorFlow, SQL",Sarjapur,Tier 2,2024,Hybrid (3 days)
BLR0651,Designer,2,13.0,10.4,DataMint,Early-stage,"Docker, AWS, Kafka, Kubernetes, NumPy",Koramangala,Tier-2,2024,Hybrid (3 days)
BLR0059,SDE Full-Stack,1,12.5,8.4 LPA,MoEngage,Mid-size,"PostgreSQL, PowerBI, PyTorch, Microservices, JIRA, System Design, Redis",Marathahalli,2,2024,Remote
BLR0468,PM,10,54.4 LPA,42.2,AgriTech Labs,Early-stage,"Agile, Sketch, NumPy, Node.js, GCP, Microservices",Marathahalli,Tier-2,2024,Work from Office
BLR0123,Business Analyst,0,7.1 LPA,,DataMint,Early-stage,"Sketch, System Design, Docker, Node.js",Sarjapur,Tier 3,2024,Onsite
BLR0640,SDE Frontend,2,15.6,11.3 LPA,FinNova,Early-stage,"Python, Spring Boot, Excel, Docker, Kubernetes, Deep Learning",HSR Layout,Tier-2,2023,Work from Office
BLR0246,Backend Developer,7,51.3,,BYJU'S,Unicorn,"Docker, PostgreSQL, Kubernetes, React, JIRA, JavaScript, NumPy",Bellandur,Tier 1,2024,Remote
BLR0018,Frontend Dev,3,21.6,14.7,Zoho,Mid-size,"JavaScript, Deep Learning, Sketch, PowerBI, AWS, GCP, SQL",Sarjapur,T1,2022,WFH
BLR0137,Frontend Developer,1,"1,330,000",,Freshworks,mid-size,"React, AWS, Kafka, Deep Learning",Sarjapur,Tier 2,2024,WFH
BLR0836,Designer,1,13.9 LPA,,Zoho,Mid-size,"Kafka, GCP, Java, Excel, Deep Learning, Agile, Node.js",Koramangala,T1,2023,WFH
BLR0034,Data Science Engineer,1,14.3 LPA,9.6,Wipro,MNC,"Java, SQL, Node.js, Redis",Whitefield,3,2023,WFH
BLR0571,Full Stack Engineer,4,22.7,17.9 LPA,BrowserStack,Mid-size,"JavaScript, Azure, JIRA, GCP, Node.js, MongoDB, Microservices",Indiranagar,Tier-3,2021,Work from Office
BLR0016,Product Manager,7,"5,230,000",41.7 LPA,Wipro,MNC,"Sketch, TensorFlow, Python, Node.js",MG Road,Tier-2,2024,Hybrid
BLR0136,SDE Frontend,1,12.3 LPA,7.5 LPA,Chargebee,Mid-size,"SQL, AWS, Kafka, Figma, Kubernetes, React, Java",Jayanagar,Tier-3,2023,Hybrid
BLR0402,FE,6,28.0,21.3 LPA,Accenture,MNC,"Agile, React, Excel, Tableau",Electronic City,T2,2021,Hybrid (3 days)
BLR0416,Product Manager,2,35.8 LPA,,Flipkart,unicorn,"AWS, Docker, Pandas, GCP, JIRA",Indiranagar,2,2024,Onsite
BLR0484,ML Engineer,7,53.0,44.1,Razorpay,Unicorn,"JIRA, PostgreSQL, Microservices, Sketch, SQL",Electronic City,Tier 1,2021,Hybrid (3 days)
BLR0995,DA,3,19.5 LPA,15.6,HCL,mnc,"Kafka, System Design, Figma, ML, TensorFlow, GCP",Electronic City,T3,2024,Hybrid (3 days)
BLR0113,Business Analyst,2,14.8 LPA,10.6 LPA,Hasura,Mid-size,"ML, Python, Pandas, JavaScript",Outer Ring Road,Tier 3,2023,WFH
BLR0395,BI Analyst,0,6.2 LPA,,DataMint,Early-stage,"Figma, MongoDB, JIRA, Redis",Jayanagar,T3,2024,WFH
BLR0615,Data Science Engineer,6,28.1 LPA,17.9,MoEngage,Mid-size,"Pandas, Docker, MongoDB, Microservices",Outer Ring Road,Tier-3,2023,Hybrid
BLR0737,DevOps Engineer,0,10.6 LPA,,Walmart Labs,MNC,"Tableau, PyTorch, JIRA, JavaScript, Microservices",HSR Layout,Tier 2,2024,WFH
BLR0968,Full Stack Engineer,3,"1,680,000",12.8 LPA,AgriTech Labs,Early-stage,"MongoDB, AWS, Node.js, SQL, Spring Boot, Sketch",Outer Ring Road,Tier-2,2024,WFH
BLR0702,FullStack,1,14.2,10.1 LPA,Wipro,MNC,"Spring Boot, Tableau, Sketch, Microservices, NumPy, PowerBI, Redis",Electronic City,T3,2023,Work from Office
BLR0607,FullStack,3,16.8 LPA,,DataMint,Early-stage,"Azure, Figma, MongoDB, React, PostgreSQL, Pandas",Outer Ring Road,Tier 3,2024,Onsite
BLR0083,Business Analyst,10,35.4 LPA,22.2 LPA,Chargebee,Mid-size,"MongoDB, SQL, PowerBI, Pandas",HSR Layout,Tier-2,2022,Hybrid (3 days)
BLR0949,SRE,6,34.1 LPA,27.2 LPA,IBM,MNC,"Tableau, React, JavaScript, JIRA, Java, Kubernetes",Electronic City,2,2021,Onsite
BLR0860,DevOps Engineer,1,17.5,11.7 LPA,Swiggy,UNICORN,"ML, Kafka, Python",,Tier-2,2024,WFH
BLR0430,DevOps Engineer,2,₹19.5 LPA,15.1,PhonePe,Unicorn,"Azure, AWS, Kafka, Agile, SQL, MongoDB",Bellandur,T3,2024,Hybrid
BLR0922,Backend Dev,1,15.7 LPA,11.2,IBM,MNC,"PyTorch, PostgreSQL, GCP, Figma, Kubernetes, JIRA, ML",HSR Layout,3,2024,Work from Office
BLR0091,Infra Engineer,1,"1,190,000",8.7 LPA,FinNova,Early-stage,"ML, TensorFlow, Spring Boot, Tableau, Pandas, PostgreSQL, Figma",Jayanagar,T3,2024,Work from Office
BLR0283,SDE FS,7,34.0 LPA,22.0,Zoho,Mid-size,"Kafka, Spring Boot, Sketch, Microservices",Koramangala,Tier 1,2024,Hybrid
BLR0647,Data Science Engineer,6,46.2,28.5,Ola,Unicorn,"JavaScript, Node.js, Deep Learning, Tableau",MG Road,Tier 2,2024,Hybrid (3 days)
BLR0479,SDE Frontend,0,"770,000",,Postman,mid-size,"Pandas, JIRA, Microservices",HSR Layout,T3,2024,Remote
BLR0663,Business Systems Analyst,8,37.0 LPA,27.8 LPA,Microsoft India,MNC,"PostgreSQL, GCP, NumPy, TensorFlow, Node.js, Sketch",Whitefield,Tier 1,2021,Onsite
BLR0909,Frontend Dev,3,28.1,23.4,Meesho,Unicorn,"Docker, GCP, Figma, Deep Learning",HSR Layout,Tier-3,2023,Hybrid
BLR0189,UI Designer,1,12.1,9.1,Zoho,Mid-size,"NumPy, GCP, Deep Learning",MG Road,Tier-2,2024,Remote
BLR0579,Data Scientist,0,11.7 LPA,,Hasura,Mid-size,"Figma, Microservices, Pandas, Kafka",Sarjapur,Tier 2,2024,Work from Office
BLR0348,Product Designer,6,31.8 LPA,26.7 LPA,Google India,MNC,"Sketch, Microservices, Agile, Kubernetes, System Design",Whitefield,Tier-3,2023,Work from Office
BLR0900,Data Analyst,3,14.9 LPA,11.9 LPA,Postman,Mid-size,"Microservices, Figma, Sketch, Docker, TensorFlow, PyTorch, PowerBI",Outer Ring Road,Tier 3,2023,Remote
BLR0676,Data Science Engineer,4,"2,900,000",20.7,HCL,MNC,"SQL, Kafka, Figma",Bellandur,Tier-2,2021,Hybrid (3 days)
BLR0520,Product Designer,3,15.0,10.6 LPA,QuickPay AI,Early-stage,"Agile, System Design, Kafka, GCP",Marathahalli,Tier-3,2024,Hybrid (3 days)
BLR0529,SRE,1,15.5,,Infosys,MNC,"PyTorch, PowerBI, JIRA, Spring Boot, TensorFlow, MongoDB, Deep Learning",Jayanagar,2,2024,Remote
BLR0929,SDE Backend,3,28.9 LPA,23.2,Unacademy,Unicorn,"Redis, PyTorch, AWS",Sarjapur,Tier 1,2021,WFH
BLR0164,BA,4,22.6 LPA,,Chargebee,Mid-size,"ML, Spring Boot, TensorFlow, Docker",Bellandur,T2,2024,Hybrid (3 days)
BLR0969,SDE Full-Stack,5,₹51.7 LPA,,PhonePe,Unicorn,"GCP, Kafka, Tableau, Deep Learning, PowerBI",Indiranagar,T1,2020,Hybrid
BLR0677,SDE Full-Stack,6,46.6,35.3,Cred,Unicorn,"Sketch, Kubernetes, React, SQL, Agile, Azure",Whitefield,2,2020,Remote
BLR0990,Analytics Engineer,5,22.9 LPA,18.9,SaasGo,EARLY-STAGE,"Spring Boot, JavaScript, Deep Learning, ML",Whitefield,Tier 3,2021,WFH
BLR0771,Site Reliability Engineer,2,"1,700,000",14.1,IBM,MNC,"JavaScript, Tableau, Python, Kubernetes",Indiranagar,T2,2023,Remote
BLR0975,Frontend Engineer,5,20.5 LPA,12.3 LPA,QuickPay AI,Early-stage,"GCP, Tableau, PowerBI",Indiranagar,T2,2022,Onsite
BLR0540,DevOps,1,16.4 LPA,13.2 LPA,BYJU'S,Unicorn,"Docker, MongoDB, Spring Boot, Excel, Kafka, PyTorch, PowerBI",Indiranagar,Tier-2,2023,Hybrid (3 days)
BLR0307,Business Systems Analyst,12,52.2 LPA,32.4,Infosys,MNC,"React, Python, GCP, Redis, Microservices",HSR Layout,Tier 2,2024,Onsite
BLR0304,Designer,2,17.2,11.8 LPA,Unacademy,Unicorn,"Excel, MongoDB, Agile, Java",Electronic City,2,2023,WFH
BLR0789,Product Lead,0,21.9 LPA,,Unacademy,Unicorn,"Docker, NumPy, PowerBI, GCP",HSR Layout,Tier-2,2024,Remote
BLR0927,Backend Engineer,6,24.5 LPA,,BrowserStack,Mid-size,"JavaScript, Agile, Tableau, Kafka, Excel, SQL",Sarjapur,Tier-2,2020,Hybrid
BLR0179,SRE,2,23.3 LPA,19.5 LPA,Microsoft India,MNC,"Kafka, PostgreSQL, System Design, Python, JavaScript, Microservices, ML",Whitefield,T3,2022,Work from Office
BLR0564,SDE Backend,1,16.5,10.5 LPA,IBM,MNC,"Microservices, PostgreSQL, Kubernetes, Tableau, PyTorch, System Design, Agile",Bellandur,3,2024,Remote
BLR0917,Fullstack Dev,1,12.4,9.3,HCL,mnc,"JIRA, Spring Boot, Redis, NumPy, Pandas",Bellandur,T3,2024,Remote
BLR0971,Data Science Engineer,7,54.7 LPA,34.4,BYJU'S,Unicorn,"Docker, PowerBI, AWS",Marathahalli,Tier-2,2023,WFH
BLR0170,SDE Backend,5,31.8,22.0 LPA,AgriTech Labs,Early-stage,"Tableau, AWS, System Design, Microservices, PyTorch, Kubernetes, ML",MG Road,Tier-3,2024,Remote
BLR0542,UX Designer,12,₹63.3 LPA,46.7 LPA,Google India,MNC,"Agile, Figma, JavaScript, Sketch, Deep Learning, AWS, Redis",Bellandur,T2,2023,Onsite
